OFFICIAL POS.,RACE NUMBER,NAME,OFFICIAL TIME,REAL TIME,REAL AVERAGE,CATEGORY
317,457,"DIEGO, FILIU",2:28:58,2:28:47,"3,32",M-SENIOR
318,534,"MATEUSZ, BARAN",2:29:01,2:28:46,"3,32",M-SENIOR
319,1396,"AMATRIAIN ARRAIZA, RAÚL",2:29:06,2:28:56,"3,32",M-M40
320,973,"LAGOUTTE, DAMIEN",2:29:06,2:29:04,"3,32",M-M35
321,896,"PLA SEGURA, EDU",2:29:08,2:29:02,"3,32",M-M35
322,1541,"GARCÍA MASCARELL, JAVIER",2:29:08,2:29:04,"3,32",M-M45
323,550,"KARLSSON, SIMON",2:29:08,2:29:03,"3,32",M-SENIOR
324,1557,"NIETO SANCHEZ, JORGE",2:29:14,2:28:58,"3,32",M-M45
325,1391,"KARA, AMIROUCHE",2:29:16,2:29:11,"3,32",M-M40
326,610,"PÉREZ BENITO, MANUEL",2:29:18,2:29:01,"3,32",M-SENIOR
327,621,"STRAPPATO, MASSIMILIANO",2:29:20,2:29:04,"3,32",M-SENIOR
328,454,"WOOTTON, JAMES",2:29:20,2:29:05,"3,32",M-SENIOR
329,624,"JBILOU, MAROUANE",2:29:21,2:29:16,"3,32",M-SENIOR
330,173,"PARRILLA PORTOLES, DAVID",2:29:21,2:29:19,"3,32",M-M40
331,17791,"MUXEN, JOSHUA",2:29:23,2:29:02,"3,32",M-M45
332,512,"OLSON, MOLLE",2:29:23,2:29:16,"3,32",M-SENIOR
333,656,"ALMOND, THOMAS",2:29:23,2:29:18,"3,32",M-SENIOR
334,693,"QUESADA PÉREZ, LUIS",2:29:24,2:29:18,"3,32",M-SENIOR
335,1124,"ABOUSITRE, AHMED",2:29:26,2:29:23,"3,32",M-M35
336,2502,"ESPERANZA MATEOS, FERNANDO",2:29:27,2:29:22,"3,33",M-M35
337,979,"ARANDA FERRANDEZ, LUIS",2:29:28,2:29:16,"3,33",M-M35
338,627,"JARAMILLO MELGAREJO, MIGUEL ANGEL",2:29:30,2:29:12,"3,33",M-SENIOR
339,505,"NIEUWENHUIZEN, RALF",2:29:33,2:29:26,"3,33",M-SENIOR
340,3283,"MARMARELLI, TOM",2:29:33,2:29:30,"3,33",M-M35
341,599,"TUNGESVIK, HANS CHRISTIAN",2:29:34,2:29:28,"3,33",M-SENIOR
342,1394,"DAUSÀ RODRÍGUEZ, ALBERT",2:29:36,2:29:30,"3,33",M-M40
343,438,"BLONDEL, MARIN",2:29:36,2:29:33,"3,33",M-SENIOR
344,767,"HARRIS-FRY, NICK",2:29:38,2:29:26,"3,33",M-SENIOR
345,1609,"FIOL SOLER, TOLO",2:29:38,2:29:35,"3,33",M-M50
346,405,"FUCHO, MATEO",2:29:39,2:29:21,"3,33",M-UNDER23
347,467,"BRICE, GAYANT",2:29:40,2:29:36,"3,33",M-SENIOR
348,927,"PRESEDO FRAGUIO, ALVARO",2:29:43,2:29:32,"3,33",M-M35
349,1371,"CAMPBELL, LUKE",2:29:44,2:29:33,"3,33",M-M40
350,418,"LIDOVE, YOHAN",2:29:45,2:29:34,"3,33",M-SENIOR
351,862,"SENCE, JULIEN",2:29:47,2:29:37,"3,33",M-M35
352,832,"AIDEM, WAIL",2:29:47,2:29:42,"3,33",M-M35
353,1483,"PARÉS SOLER, DANI",2:29:47,2:29:36,"3,33",M-M45
354,590,"MATEJICEK, YANNICK",2:29:48,2:29:32,"3,33",M-SENIOR
355,692,"PIÑOL GARCIA, DAVID",2:29:48,2:29:38,"3,33",M-SENIOR
356,1000,"LAPPALAINEN, LAURI",2:29:48,2:29:36,"3,33",M-M35
357,1137,"MAKAZAGA ARISTI, IBAI",2:29:49,2:29:38,"3,33",M-M35
358,1115,"POST, ARNE",2:29:50,2:29:44,"3,33",M-M35
359,540,"GAËTAN, BRAULT",2:29:50,2:29:29,"3,33",M-SENIOR
360,939,"SAEZ SANCHEZ, DAVID",2:29:50,2:29:41,"3,33",M-M35
361,974,"BENNETT, CHRISTOPHER",2:29:51,2:29:35,"3,33",M-M35
362,443,"LAURENT, MAËL",2:29:51,2:29:45,"3,33",M-SENIOR
363,194,"ALOCEN GUTIERREZ, JOSE MIGUEL",2:29:52,2:29:49,"3,33",M-M40
364,556,"BARRANCO, NACHO",2:29:53,2:29:42,"3,33",M-SENIOR
365,426,"LOUISON, SANTERRE",2:29:53,2:29:51,"3,33",M-SENIOR
366,622,"LUCA, VOGELSANG",2:29:54,2:29:47,"3,33",M-SENIOR
367,785,"KARDOUS, PIERRE",2:29:54,2:29:40,"3,33",M-SENIOR
368,574,"MEADE, XAVIER",2:29:54,2:29:39,"3,33",M-SENIOR
369,597,"BAS BALLESTER, MIQUEL",2:29:56,2:29:46,"3,33",M-SENIOR
370,983,"HEGGIE, JAMES",2:29:57,2:29:36,"3,33",M-M35
371,463,"VION, THOMAS",2:29:59,2:29:50,"3,33",M-SENIOR
372,575,"LEAHY, DAVID",2:30:01,2:29:49,"3,33",M-SENIOR
373,1723,"GORGAN, CLAUDIU",2:30:01,2:30:01,"3,33",M-SENIOR
374,228,"BAREIKIS, JANE",2:30:04,2:30:04,"3,33",F-SENIOR
375,728,"TOSCAN, NICOLAS",2:30:04,2:30:00,"3,33",M-SENIOR
376,984,"CORONEO, EMANUELE",2:30:05,2:30:02,"3,33",M-M35
377,870,"PEDERSEN, PER-CHRITIAN MYRNES",2:30:07,2:29:57,"3,33",M-M35
378,1058,"GARREAU, MATHIEU",2:30:12,2:30:03,"3,34",M-M35
379,905,"MATEOS, ERIC",2:30:13,2:29:52,"3,34",M-M35
380,965,"TOLLÅS, KRISTOFFER",2:30:14,2:30:08,"3,34",M-M35
381,586,"NILSSON, JONAS",2:30:15,2:30:05,"3,34",M-SENIOR
382,708,"CORNEVIN, XAVIER",2:30:16,2:29:55,"3,34",M-SENIOR
383,681,"WASTVEDT, BJORN",2:30:18,2:30:07,"3,34",M-SENIOR
384,694,"GÖHLER, TIMO",2:30:18,2:30:09,"3,34",M-SENIOR
385,29037,"BALATA, BARHAN",2:30:21,2:30:19,"3,34",M-M50
386,578,"STEVEN, GALIBERT",2:30:21,2:30:06,"3,34",M-SENIOR
387,1292,"HARTMAN, DAVID",2:30:24,2:30:17,"3,34",M-M40
388,929,"DUQUE JIMENEZ, ANDRES",2:30:24,2:30:15,"3,34",M-M35
389,1015,"SJÖBLOM, NIKLAS",2:30:26,2:30:15,"3,34",M-M35
390,276,"MELINE, ROLLIN",2:30:27,2:30:27,"3,34",F-SENIOR
391,711,"ANDERSEN, SIMON",2:30:28,2:30:16,"3,34",M-SENIOR
392,28475,"URDAL, HAAKON",2:30:29,2:30:18,"3,34",M-M40
393,19910,"BEEDER, DANIEL",2:30:33,2:30:19,"3,34",M-SENIOR
394,560,"MOHIDEEN, AREZ",2:30:33,2:30:23,"3,34",M-SENIOR
395,1493,"PRIOR, CHRIS",2:30:34,2:30:34,"3,34",M-M45
396,903,"COAKLEY, DONAL",2:30:36,2:30:14,"3,34",M-M35
397,1085,"CRESPO ROMERA, SALVADOR",2:30:36,2:30:27,"3,34",M-M35
398,1275,"BESSON, NICOLAS",2:30:42,2:30:34,"3,34",M-M40
399,122,"SICOT, MAEL",2:30:42,2:30:41,"3,34",M-SENIOR
400,1261,"SANCHEZ GIL, GUSTAVO",2:30:43,2:30:32,"3,34",M-M40
401,1443,"GHIRALDINI, EMANUELE",2:30:45,2:30:34,"3,34",M-M40
402,1534,"KSOUDA, NOAMEN",2:30:45,2:30:38,"3,34",M-M45
403,769,"AVIÑÓ NAVARRO, VÍCTOR",2:30:45,2:30:35,"3,34",M-SENIOR
404,871,"MASSIMI, MAURO",2:30:47,2:30:43,"3,34",M-M35
405,1582,"MILANI, MASSIMILIANO ANDREA",2:30:47,2:30:40,"3,34",M-M50
406,1458,"MOLLA SANCHIS, JOAQUIN",2:30:48,2:30:40,"3,34",M-M40
407,1495,"ALMANSA, JUAN FERNANDO",2:30:49,2:30:42,"3,34",M-M45
408,878,"EVERT, FEYAERTS",2:30:49,2:30:42,"3,34",M-M35
409,649,"ALBERTSSON, PONTUS",2:30:51,2:30:39,"3,35",M-SENIOR
410,1543,"LUDOVIC, RENOU",2:30:52,2:30:42,"3,35",M-M45
411,451,"DE WINTER, SIEBE",2:30:54,2:30:39,"3,35",M-SENIOR
412,28929,"SAFONT FEMENIA, IGNACIO",2:30:56,2:30:52,"3,35",M-SENIOR
413,1465,"DE MAEYER, WIM",2:30:58,2:30:42,"3,35",M-M40
414,541,"LEONARDSSON, GUSTAF",2:30:59,2:30:46,"3,35",M-SENIOR
415,509,"GIRAULT, VALENTIN",2:30:59,2:30:45,"3,35",M-SENIOR
416,626,"NICOLLEAU, BRICE",2:31:00,2:30:45,"3,35",M-SENIOR
417,1259,"ORZEL, MICHAL",2:31:01,2:30:43,"3,35",M-M40
418,414,"MARTINEZ RICHART, VICTOR",2:31:02,2:30:50,"3,35",M-SENIOR
419,1566,"WHITE , DAVID",2:31:03,2:30:54,"3,35",M-M45
420,660,"MICHEL, CLÉMENT",2:31:03,2:30:52,"3,35",M-SENIOR
421,959,"MARTÍNEZ HERRERO, DAVID",2:31:05,2:30:55,"3,35",M-M35
422,1230,"FRANCO, DAVID",2:31:08,2:31:06,"3,35",M-M35
423,1133,"ERIKSEN, LARS KRISTIAN",2:31:10,2:31:04,"3,35",M-M35
424,704,"AYAZ, IREM CAN",2:31:16,2:30:56,"3,35",M-SENIOR
425,571,"RYGATE, JAMES",2:31:18,2:31:04,"3,35",M-SENIOR
426,413,"ANTONELLI, LUCA",2:31:19,2:31:01,"3,35",M-SENIOR
427,544,"MARCO, FASEL",2:31:20,2:31:13,"3,35",M-SENIOR
428,1497,"MORENO ELIAS, JUAN JAVIER",2:31:22,2:31:15,"3,35",M-M45
429,889,"OLLIERO, CHRISTOPHE",2:31:26,2:31:19,"3,35",M-M35
430,717,"HATTON, SIMON",2:31:28,2:31:22,"3,35",M-SENIOR
431,1388,"DE PABLOS DE PRADOS, JULIO",2:31:31,2:31:18,"3,35",M-M40
432,646,"COOPER, MATTHEW",2:31:32,2:31:11,"3,35",M-SENIOR
433,1228,"ABAD DONET, RAFAEL",2:31:32,2:31:23,"3,35",M-M40
434,1556,"RAVALEU, STÉFAN",2:31:33,2:31:30,"3,35",M-M45
435,492,"HARRIS, NIKOLAI",2:31:34,2:31:15,"3,36",M-SENIOR
436,1442,"SCHMIDLECHNER, GRANT",2:31:34,2:31:26,"3,36",M-M40
437,29015,"GOSSÉ, AMAURY",2:31:38,2:31:21,"3,36",M-SENIOR
438,29029,"SAMOKHVALOV, ANTON",2:31:38,2:31:27,"3,36",M-M35
439,231,"BERGMAN, JENNIFER",2:31:39,2:31:39,"3,36",F-SENIOR
440,408,"RIVA, ALESSANDRO",2:31:41,2:31:37,"3,36",M-SENIOR
441,412,"SZURHAJ, ROMAIN",2:31:42,2:31:28,"3,36",M-SENIOR
442,444,"MORGAN, FALSE",2:31:44,2:31:31,"3,36",M-SENIOR
443,11679,"EVANGELIDIS, DIMOSTHENIS",2:31:44,2:31:32,"3,36",M-M45
444,1196,"INGBERG, ANDREAS",2:31:47,2:31:37,"3,36",M-M40
445,1519,"SÁNCHEZ GÓMEZ, ÓSCAR",2:31:47,2:31:32,"3,36",M-M45
446,1447,"MELIA, TIZIANO",2:31:50,2:31:40,"3,36",M-M40
447,1433,"ERIC, HERAULT",2:31:50,2:31:46,"3,36",M-M40
448,855,"SANDBU, LARS",2:31:52,2:31:43,"3,36",M-M35
449,761,"DIAZ GIMENEZ, ADRIAN",2:31:52,2:31:36,"3,36",M-SENIOR
450,836,"MARCHAND, ROMAIN",2:31:53,2:31:40,"3,36",M-M35
451,652,"ANGEL, GALANT",2:31:54,2:31:39,"3,36",M-SENIOR
452,1475,"SMITH, PAUL",2:31:54,2:31:48,"3,36",M-M45
453,522,"BONNABAUD, DAMIEN",2:31:55,2:31:46,"3,36",M-SENIOR
454,1385,"ROMERO, SANTIAGO",2:31:56,2:31:54,"3,36",M-M40
455,1563,"PORTES, VIVIEN",2:31:56,2:31:51,"3,36",M-M45
456,472,"ELLIOT, POLOME",2:31:56,2:31:36,"3,36",M-SENIOR
457,843,"BIOT, MICKAEL",2:31:57,2:31:45,"3,36",M-M35
458,719,"BIFET VERGÉ, PERE",2:31:58,2:31:53,"3,36",M-SENIOR
459,1090,"HARTMANN, TIAN",2:32:00,2:31:40,"3,36",M-M35
460,1585,"DOMÍNGUEZ CABRAL, ELÍAS SALVADOR",2:32:01,2:31:57,"3,36",M-M50
461,281,"WERKINEH, MEBRAHTU",2:32:01,2:32:01,"3,36",M-SENIOR
462,748,"BORTON, JOHN",2:32:04,2:31:55,"3,36",M-SENIOR
463,747,"GILLES, CHRISTOPHE",2:32:07,2:31:53,"3,36",M-SENIOR
464,981,"GOLDSMITH, RONEN",2:32:14,2:32:04,"3,36",M-M35
465,554,"BAENA BAÑOS, ERIC",2:32:15,2:32:12,"3,36",M-SENIOR
466,743,"GERAGHTY, MARC",2:32:17,2:32:08,"3,37",M-SENIOR
467,478,"ESCHER, SAMUEL",2:32:17,2:32:02,"3,37",M-SENIOR
468,615,"LOHM ISBERG, MAXIMILIAN",2:32:17,2:32:03,"3,37",M-SENIOR
469,1252,"LE MOUILLOUR, MATHIEU",2:32:18,2:32:01,"3,37",M-M40
470,765,"GERMAIN, FLORENT",2:32:18,2:32:15,"3,37",M-SENIOR
471,813,"PEDERSEN, THOMAS HO",2:32:21,2:32:08,"3,37",M-SENIOR
472,664,"GIL REDONDO, SAMUEL",2:32:21,2:32:04,"3,37",M-SENIOR
473,1280,"LENIHAN, BRIAN",2:32:21,2:32:07,"3,37",M-M40
474,468,"BETEMS, ARNAUD",2:32:22,2:32:00,"3,37",M-SENIOR
475,839,"GARROTE SAYO, GERARD",2:32:23,2:32:12,"3,37",M-M35
476,180,"LLAMAZARES REY, ANIBAL",2:32:27,2:32:24,"3,37",M-M40
477,1187,"DASQUE, LUDOVIC",2:32:28,2:32:16,"3,37",M-M40
478,620,"GÉRARD, CHRISTOPHER",2:32:28,2:32:24,"3,37",M-SENIOR
479,536,"LESAULNIER, JEAN-BAPTISTE",2:32:28,2:32:21,"3,37",M-SENIOR
480,2713,"CAÑAMERO ESCOBAR, ISRAEL",2:32:28,2:32:10,"3,37",M-M40
481,915,"ALBARCA REYES, JUAN MANUEL",2:32:29,2:32:26,"3,37",M-M35
482,1188,"PORRUA PALMERO, JUAN JOSE",2:32:30,2:32:22,"3,37",M-M40
483,1520,"RUBIO SAN SEBASTIAN, AITOR",2:32:31,2:32:19,"3,37",M-M45
484,1390,"GIRANDIER, THADDÉ",2:32:31,2:32:16,"3,37",M-M40
485,888,"LINNA, KRISTOFFER",2:32:31,2:32:24,"3,37",M-M35
486,806,"HOURS, SEBASTIEN",2:32:32,2:32:28,"3,37",M-SENIOR
487,643,"LORANGE, FLORIAN",2:32:34,2:32:18,"3,37",M-SENIOR
488,1581,"HOBBS, STEVE",2:32:34,2:32:15,"3,37",M-M50
489,1147,"MORENO AGUT, CLAUDIO",2:32:35,2:32:23,"3,37",M-M35
490,1350,"CASTRO PONS, SALVA",2:32:35,2:32:16,"3,37",M-M40
491,755,"MURCIA LOPEZ, CRISTIAN",2:32:36,2:32:18,"3,37",M-SENIOR
492,949,"GONZALEZ MARTINEZ, MANUEL JOSE",2:32:40,2:32:21,"3,37",M-M35
493,2039,"SUAREZ GARCIA, DAVID",2:32:40,2:32:17,"3,37",M-SENIOR
494,1175,"CHACÓN MESA, FERNANDO",2:32:41,2:32:33,"3,37",M-M40
495,480,"VAN KEER, MATTHIAS",2:32:45,2:32:38,"3,37",M-SENIOR
496,937,"RINALDI, GIOACCHINO",2:32:46,2:32:39,"3,37",M-M35
497,1373,"EL HADRI DAHBI, ADRIÁN",2:32:47,2:32:35,"3,37",M-M40
498,964,"DE PEDRO DOMINGO, HECTOR",2:32:49,2:32:45,"3,37",M-M35
499,1721,"ETXEANDIA LEJARZEGI, IURGI",2:32:51,2:32:48,"3,37",M-M40
500,886,"MICALLEF, CHRISTIAN",2:32:54,2:32:35,"3,37",M-M35
501,1435,"GRIVEAU, NICOLAS",2:32:54,2:32:41,"3,37",M-M40
502,596,"ARIAS GASCH, ALBERT",2:32:58,2:32:43,"3,38",M-SENIOR
503,1348,"ROEDDE, TOR HOLAGER",2:32:58,2:32:53,"3,38",M-M40
504,496,"KALUZA, MATEUSZ",2:32:59,2:32:48,"3,38",M-SENIOR
505,1189,"SANTODOMINGO, RAFAEL",2:32:59,2:32:49,"3,38",M-M40
506,1141,"NAVARRO FORTUÑO, ADRIÁN",2:32:59,2:32:50,"3,38",M-M35
507,993,"ANIEVAS CORBACHO, JOSE ANTONIO",2:33:03,2:32:47,"3,38",M-M35
508,1446,"MONMESSIN, WILLIAM",2:33:04,2:32:54,"3,38",M-M40
509,513,"MILLS, OLIVER",2:33:04,2:32:49,"3,38",M-SENIOR
510,1339,"SHEEHY, DONAL",2:33:05,2:32:49,"3,38",M-M40
511,602,"VANBECELAERE, FOEKE",2:33:10,2:32:51,"3,38",M-SENIOR
512,613,"ALEX, SERVAIS",2:33:12,2:33:09,"3,38",M-SENIOR
513,2523,"ESTEBAN CAMACHO, JOSÉ MARÍA",2:33:12,2:33:07,"3,38",M-M40
514,2554,"SAMAN, FREDERIK",2:33:13,2:33:11,"3,38",M-M35
515,1302,"KERBOURC'H, JOCELYN",2:33:13,2:33:01,"3,38",M-M40
516,2308,"MOTTE, LOUIS",2:33:15,2:32:52,"3,38",M-SENIOR
517,409,"MORUNO BENITA, JOSE DAVID",2:33:16,2:33:11,"3,38",M-SENIOR
518,1540,"ADLI, KAIS",2:33:16,2:33:12,"3,38",M-M45
519,1078,"BARRAL PUGA, MIGUEL ANGEL",2:33:16,2:33:11,"3,38",M-M35
520,605,"CAMACHO FERNANDEZ, JUAN ANDRES",2:33:19,2:33:15,"3,38",M-SENIOR
521,591,"GILLES, HONORÉ",2:33:20,2:33:08,"3,38",M-SENIOR
522,3539,"ARRAUSI OSUA, ANDER",2:33:22,2:33:20,"3,38",M-SENIOR
523,893,"MORALES CASCANTE, FRANCISCO",2:33:24,2:33:15,"3,38",M-M35
524,1186,"TAMAI, TOSHIAKI",2:33:24,2:33:12,"3,38",M-M40
525,1627,"HEIM, THEA",2:33:25,2:33:20,"3,38",F-SENIOR
526,2934,"MARTÍNEZ HERNÁNDEZ, VÍCTOR",2:33:26,2:33:26,"3,38",M-SENIOR
527,1656,"MARJOLAINE, NICOLAS",2:33:26,2:33:13,"3,38",F-SENIOR
528,1018,"LORENZO SORIA, JON",2:33:28,2:33:25,"3,38",M-M35
529,842,"GULLESEN, JONATHAN",2:33:30,2:33:16,"3,38",M-M35
530,2637,"DONNELLY, JORDAN",2:33:32,2:33:21,"3,38",M-M35
531,11836,"BERGE, MADS",2:33:33,2:33:20,"3,38",M-SENIOR
532,1194,"CONDE ALVAREZ, RUBEN",2:33:36,2:33:18,"3,38",M-M40
533,712,"MORENO GOLBANO, JOSE ALBERTO",2:33:37,2:33:21,"3,38",M-SENIOR
534,907,"LOPEZ IBAÑEZ, JACOBO",2:33:39,2:33:21,"3,38",M-M35
535,1748,"DAIREAUX, PAUL",2:33:42,2:33:20,"3,39",M-SENIOR
536,1353,"FERRER VIRGOS, ISRAEL",2:33:43,2:33:36,"3,39",M-M40
537,1400,"DE JONG, KOEN",2:33:44,2:33:36,"3,39",M-M40
538,931,"PIQUET, GUILLAUME",2:33:46,2:33:30,"3,39",M-M35
539,900,"ROOSEN, CHRISTOPHE",2:33:47,2:33:34,"3,39",M-M35
540,1416,"COHEN, ADIR",2:33:49,2:33:45,"3,39",M-M40
541,532,"VISBECQ, VINCENT",2:33:49,2:33:36,"3,39",M-SENIOR
542,1279,"CLAYS, JON",2:33:49,2:33:37,"3,39",M-M40
543,1583,"DE NEIJS, EDWIN",2:33:50,2:33:42,"3,39",M-M50
544,739,"GIRO MARTI, ALBERT",2:33:51,2:33:33,"3,39",M-SENIOR
545,1296,"MARTÍNEZ SÁNCHEZ, EUGENIO ANTONIO",2:33:51,2:33:39,"3,39",M-M40
546,247,"THEMANN, TABEA",2:33:51,2:33:51,"3,39",F-SENIOR
547,792,"GONZALEZ PRIETO, OMAR JULIAN",2:33:51,2:33:37,"3,39",M-SENIOR
548,588,"ESTARLICH SENTAMANS, QUERUBIN",2:33:55,2:33:45,"3,39",M-SENIOR
549,1866,"DE LUSTRAC, GUILLAUME",2:33:56,2:33:32,"3,39",M-SENIOR
550,25180,"POLLANO, MARCO EMANUELE",2:33:58,2:33:55,"3,39",M-M45
551,859,"ADAMO, JULIEN",2:33:58,2:33:50,"3,39",M-M35
552,808,"OCEPEK, MARTIN",2:33:59,2:33:41,"3,39",M-SENIOR
553,203,"GELANA, TIKI",2:33:59,2:33:59,"3,39",F-SENIOR
554,2079,"ARLOT, DAMIEN",2:34:00,2:33:58,"3,39",M-SENIOR
555,678,"COSTANTINO , ENNIO",2:34:00,2:33:52,"3,39",M-SENIOR
556,1159,"BUENO GONZÁLEZ, JUAN CARLOS",2:34:01,2:33:55,"3,39",M-M35
557,28457,"BOUZIANE, AIMAD",2:34:01,2:34:01,"3,39",M-M40
558,1265,"FORNER MOLINER, VICTOR",2:34:02,2:33:52,"3,39",M-M40
559,794,"TENAILLE, THIBAULT",2:34:03,2:33:54,"3,39",M-SENIOR
560,1134,"MONSSEN, KETIL",2:34:05,2:33:52,"3,39",M-M35
561,850,"MIRANDA ALFRANCA, JORDI",2:34:05,2:33:58,"3,39",M-M35
562,2073,"KARIM, NOUIGUA",2:34:05,2:33:45,"3,39",M-M40
563,1255,"FRUGER, YANN",2:34:08,2:33:58,"3,39",M-M40
564,539,"MAUREL, QUENTIN",2:34:08,2:33:58,"3,39",M-SENIOR
565,1494,"ABACHAD, ADIL",2:34:09,2:34:06,"3,39",M-M45
566,1579,"POTTIER, POTTIER",2:34:10,2:33:59,"3,39",M-M45
567,2386,"SOKOL, LUKASZ",2:34:13,2:34:07,"3,39",M-M35
568,3042,"DE LA HORRA IRASTORZA, GORKA",2:34:13,2:34:11,"3,39",M-M45
569,1168,"JOHNSEN, PÅL ERIK",2:34:14,2:33:54,"3,39",M-M35
570,223,"BERTONE, CATHERINE",2:34:14,2:34:14,"3,39",F-W50
571,1114,"GUTIÉRREZ PÉREZ, ALBERTO",2:34:15,2:34:08,"3,39",M-M35
572,1070,"BROCHAND, RAPHAEL",2:34:17,2:33:56,"3,39",M-M35
573,1745,"VANSTEENKISTE, ARTHUR",2:34:18,2:34:17,"3,39",M-UNDER23
574,1173,"BOWLLER, ADAM",2:34:18,2:34:07,"3,39",M-M40
575,584,"CARRIER, JÉRÉMY",2:34:18,2:34:03,"3,39",M-SENIOR
576,786,"BELLAHCENE, KADER",2:34:19,2:34:10,"3,39",M-SENIOR
577,1598,"MAIR, HELMUTH",2:34:19,2:34:09,"3,39",M-M50
578,447,"KIRSIPUU, RIHO",2:34:19,2:34:00,"3,39",M-SENIOR
579,2944,"BRINGUE, ABRAHAM",2:34:19,2:34:10,"3,39",M-SENIOR
580,1362,"KRISPEL, YANIV",2:34:20,2:34:04,"3,39",M-M40
581,497,"DUBOIN, YOAN",2:34:23,2:34:10,"3,40",M-SENIOR
582,971,"LOPEZ, DORIAN",2:34:26,2:34:16,"3,40",M-M35
583,29030,"ISHAI, REUVEN HAIM",2:34:26,2:34:10,"3,40",M-M45
584,1367,"STORMO, LARS PETTER",2:34:28,2:34:22,"3,40",M-M40
585,2806,"FINDLAY, BEN",2:34:28,2:34:19,"3,40",M-SENIOR
586,1572,"MUÑOZ LERIN, XAVIER",2:34:29,2:34:23,"3,40",M-M45
587,2379,"QUENTIN, GUILLOU",2:34:29,2:34:25,"3,40",M-SENIOR
588,491,"LLUVERAS SOCIAS, MARC",2:34:29,2:34:10,"3,40",M-SENIOR
589,1381,"BOGREN, JOHANNES",2:34:29,2:34:23,"3,40",M-M40
590,1537,"DIAZ AYO, JOSE FELIX",2:34:30,2:34:09,"3,40",M-M45
591,422,"MAKOVEC, ALJAZ",2:34:31,2:34:24,"3,40",M-SENIOR
592,238,"MCGUINNESS, RACHEL",2:34:33,2:34:33,"3,40",F-SENIOR
593,1539,"ODEGAARD, KNUT",2:34:33,2:34:22,"3,40",M-M45
594,1422,"ALVAREZ GARCIA, JAVIER",2:34:33,2:34:30,"3,40",M-M40
595,1877,"BILEY, CHRISTOPHER",2:34:34,2:34:31,"3,40",M-M35
596,297,"PERRIER, MARIE",2:34:35,2:34:35,"3,40",F-SENIOR
597,3708,"AMADOR ÁLVAREZ, JOSÉ MARÍA",2:34:35,2:34:19,"3,40",M-M45
598,1155,"ERRICO, EDER SERGIO",2:34:35,2:34:25,"3,40",M-M35
599,1150,"CELIK, MURAT",2:34:35,2:34:21,"3,40",M-M35
600,988,"CARVAJAL MUÑOZ, ROBINSON",2:34:36,2:34:20,"3,40",M-M35
601,1427,"GARCIA PUENTE, JONATHAN",2:34:37,2:34:15,"3,40",M-M40
602,2693,"KVERNELAND, RICHARD",2:34:38,2:34:36,"3,40",M-M35
603,953,"GACOIN, FLORIAN",2:34:38,2:34:24,"3,40",M-M35
604,248,"DE VISSER, MARIJKE",2:34:39,2:34:39,"3,40",F-SENIOR
605,1571,"ÖSTERLUND, ANDERS",2:34:39,2:34:30,"3,40",M-M45
606,3074,"GIL RODRÍGUEZ, MILTON A.",2:34:39,2:34:32,"3,40",M-M40
607,2795,"TREES, TOMMY",2:34:41,2:34:36,"3,40",M-SENIOR
608,12532,"BROWN, ROSS",2:34:41,2:34:31,"3,40",M-SENIOR
609,619,"CAMEJO, JORDAN",2:34:42,2:34:39,"3,40",M-SENIOR
610,686,"LANOE, GEOFFREY",2:34:43,2:34:36,"3,40",M-SENIOR
611,872,"BOUDAOUD, ISMAYL",2:34:45,2:34:24,"3,40",M-M35
612,1648,"KIRAZ, ÜMMÜ",2:34:46,2:34:46,"3,40",F-W40
613,1126,"LOPEZ GUIJARRO, JUAN ANTONIO",2:34:47,2:34:29,"3,40",M-M35
614,1162,"GRANGEREAU, ETIENNE",2:34:49,2:34:37,"3,40",M-M35
615,998,"LESENEY, CÉDRIC",2:34:50,2:34:37,"3,40",M-M35
616,730,"LORENTZEN, FREDRIK",2:34:51,2:34:32,"3,40",M-SENIOR
617,530,"VINCENT, THIBAUD",2:34:53,2:34:37,"3,40",M-SENIOR
618,994,"OLMOS RAMON, JOSE LUIS",2:34:54,2:34:50,"3,40",M-M35
619,1516,"GOLASZEWSKI, MICHAL",2:34:54,2:34:39,"3,40",M-M45
620,3344,"PARZYSZEK, BOGUSZ",2:34:54,2:34:51,"3,40",M-M40
621,734,"SERRANO, AURÉLIEN",2:34:56,2:34:40,"3,40",M-SENIOR
622,966,"RAMA CANICOBA, SIMON",2:34:58,2:34:52,"3,40",M-M35
623,1542,"POLANSKI, TOMASZ",2:34:59,2:34:47,"3,40",M-M45
624,2025,"HERFKENS, MICK",2:35:00,2:35:00,"3,40",M-SENIOR
625,975,"AURELIEN, DAUGREILH",2:35:00,2:34:46,"3,40",M-M35
626,1181,"GÓMEZ, NACHO",2:35:03,2:34:53,"3,40",M-M40
627,1354,"ACKE, DAVY",2:35:03,2:35:00,"3,40",M-M40
628,2683,"CONTI, EMANUELE",2:35:04,2:14:59,"3,41",M-M35
629,1499,"MARTUFI, MICHELE",2:35:06,2:34:48,"3,41",M-M45
630,924,"DE KNIJFF, DENNIS",2:35:07,2:34:56,"3,41",M-M35
631,701,"WOLPERT, CHAD",2:35:07,2:34:59,"3,41",M-SENIOR
632,1436,"GRECH, ANDREW",2:35:08,2:34:48,"3,41",M-M40
633,1536,"VIEIRA GONCALVES, PAULO",2:35:09,2:34:50,"3,41",M-M45
